Dorm,Appliance,Season,Hour,Month,DayOfWeek,Usage (kWh)
Chu Hall,Heaters,Winter,12,1,5,0.8
Parker Hall,Cooking Wares,Winter,13,1,5,1.73
Kaplanis Hall,Lamps,Winter,14,1,5,0.96
Village,Laptops,Winter,15,1,5,1.76
Parker Hall,Fans,Winter,16,1,5,0.79
Smith Hall,Phones,Winter,17,1,5,0.2
Kaplanis Hall,Air Conditioners,Winter,18,1,5,2.56
Parker Hall,Air Conditioners,Winter,19,1,5,3.11
Gillespie Hall,Fans,Winter,20,1,5,2.11
Kaplanis Hall,Heaters,Winter,21,1,5,3.74
Village,Fridges,Winter,22,1,5,3.28
Village,Heaters,Winter,23,1,5,1.25
Gillespie Hall,Lamps,Winter,0,1,6,2.23
Kaplanis Hall,Lamps,Winter,1,1,6,1.06
Chu Hall,Kettles,Winter,2,1,6,2.44
Adams Hall,Fridges,Winter,3,1,6,0.97
Chu Hall,Fridges,Winter,4,1,6,2.57
Chu Hall,Cooking Wares,Winter,5,1,6,1.69
Smith Hall,Heaters,Winter,6,1,6,0.63
Village,Air Conditioners,Winter,7,1,6,1.16
Adams Hall,Cooking Wares,Winter,8,1,6,1.88
Gillespie Hall,Laptops,Winter,9,1,6,2.32
Parker Hall,Lamps,Winter,10,1,6,0.87
Parker Hall,Fridges,Winter,11,1,6,2.18
Kaplanis Hall,Lamps,Winter,12,1,6,2.37
Kaplanis Hall,Laptops,Winter,13,1,6,0.81
Gillespie Hall,Kettles,Winter,14,1,6,2.08
Moulton House,Air Conditioners,Winter,15,1,6,1.53
Chu Hall,Heaters,Winter,16,1,6,1.1
Chu Hall,Kettles,Winter,17,1,6,2.3
Gillespie Hall,Phones,Winter,18,1,6,1.77
Chu Hall,Kettles,Winter,19,1,6,3.12
Moulton House,Phones,Winter,20,1,6,3.18
Smith Hall,Cooking Wares,Winter,21,1,6,3.23
Adams Hall,Lamps,Winter,22,1,6,3.38
Smith Hall,Cooking Wares,Winter,23,1,6,1.22
Village,Kettles,Winter,0,1,0,1.53
Chu Hall,Fans,Winter,1,1,0,0.9
Village,Laptops,Winter,2,1,0,0.53
Village,Lamps,Winter,3,1,0,1.02
Gillespie Hall,Fridges,Winter,4,1,0,1.31
Moulton House,Air Conditioners,Winter,5,1,0,0.64
Adams Hall,Cooking Wares,Winter,6,1,0,2.11
Chu Hall,Phones,Winter,7,1,0,0.59
Parker Hall,Kettles,Winter,8,1,0,0.74
Moulton House,Fans,Winter,9,1,0,1.95
Village,Cooking Wares,Winter,10,1,0,2.03
Smith Hall,Cooking Wares,Winter,11,1,0,1.39
Moulton House,Heaters,Winter,12,1,0,0.37
Kaplanis Hall,Fridges,Winter,13,1,0,2.26
Gillespie Hall,Heaters,Winter,14,1,0,0.54
Moulton House,Air Conditioners,Winter,15,1,0,0.5
Village,Fridges,Winter,16,1,0,0.92
Kaplanis Hall,Kettles,Winter,17,1,0,1.69
Parker Hall,Fans,Winter,18,1,0,3.01
Kaplanis Hall,Laptops,Winter,19,1,0,0.2
Moulton House,Air Conditioners,Winter,20,1,0,0.23
Adams Hall,Kettles,Winter,21,1,0,1.48
Kaplanis Hall,Air Conditioners,Winter,22,1,0,0.54
Adams Hall,Fridges,Winter,23,1,0,1.05
Parker Hall,Air Conditioners,Winter,0,1,1,1.05
Parker Hall,Cooking Wares,Winter,1,1,1,2.52
Moulton House,Fans,Winter,2,1,1,0.55
Smith Hall,Heaters,Winter,3,1,1,1.07
Gillespie Hall,Cooking Wares,Winter,4,1,1,1.98
Moulton House,Laptops,Winter,5,1,1,1.32
Adams Hall,Heaters,Winter,6,1,1,0.45
Moulton House,Fridges,Winter,7,1,1,1.24
Gillespie Hall,Cooking Wares,Winter,8,1,1,1.4
Adams Hall,Cooking Wares,Winter,9,1,1,0.26
Parker Hall,Cooking Wares,Winter,10,1,1,0.73
Gillespie Hall,Laptops,Winter,11,1,1,2.51
Village,Heaters,Winter,12,1,1,1.79
Gillespie Hall,Fridges,Winter,13,1,1,2.34
Village,Heaters,Winter,14,1,1,2.33
Village,Fridges,Winter,15,1,1,2.55
Chu Hall,Phones,Winter,16,1,1,2.03
Moulton House,Kettles,Winter,17,1,1,1.41
Chu Hall,Phones,Winter,18,1,1,2.57
Smith Hall,Heaters,Winter,19,1,1,1.71
Parker Hall,Phones,Winter,20,1,1,2.08
Kaplanis Hall,Air Conditioners,Winter,21,1,1,0.63
Gillespie Hall,Lamps,Winter,22,1,1,1.75
Gillespie Hall,Air Conditioners,Winter,23,1,1,1.88
Moulton House,Laptops,Winter,0,1,2,1.32
Village,Heaters,Winter,1,1,2,1.17
Gillespie Hall,Heaters,Winter,2,1,2,2.2
Parker Hall,Cooking Wares,Winter,3,1,2,0.88
Chu Hall,Laptops,Winter,4,1,2,2.38
Kaplanis Hall,Phones,Winter,5,1,2,1.1
Adams Hall,Cooking Wares,Winter,6,1,2,0.23
Village,Fans,Winter,7,1,2,0.55
Adams Hall,Air Conditioners,Winter,8,1,2,0.18
Kaplanis Hall,Laptops,Winter,9,1,2,1.98
Parker Hall,Laptops,Winter,10,1,2,1.98
Parker Hall,Heaters,Winter,11,1,2,1.5
Adams Hall,Laptops,Winter,12,1,2,1.2
Smith Hall,Fans,Winter,13,1,2,0.42
Chu Hall,Cooking Wares,Winter,14,1,2,2.3
Smith Hall,Heaters,Winter,15,1,2,2.58
Kaplanis Hall,Heaters,Winter,16,1,2,0.54
Adams Hall,Fridges,Winter,17,1,2,2.3
Adams Hall,Fans,Winter,18,1,2,3.45
Kaplanis Hall,Fridges,Winter,19,1,2,2.08
Gillespie Hall,Lamps,Winter,20,1,2,3.24
Smith Hall,Heaters,Winter,21,1,2,3.23
Chu Hall,Air Conditioners,Winter,22,1,2,1.78
Moulton House,Fans,Winter,23,1,2,0.71
Chu Hall,Fridges,Winter,0,1,3,1.06
Chu Hall,Fridges,Winter,1,1,3,0.38
Chu Hall,Phones,Winter,2,1,3,0.43
Kaplanis Hall,Laptops,Winter,3,1,3,1.63
Village,Fans,Winter,4,1,3,0.61
Gillespie Hall,Kettles,Winter,5,1,3,2.48
Smith Hall,Fans,Winter,6,1,3,2.31
Adams Hall,Fans,Winter,7,1,3,0.63
Moulton House,Kettles,Winter,8,1,3,1.16
Gillespie Hall,Lamps,Winter,9,1,3,2.37
Parker Hall,Lamps,Winter,10,1,3,1.1
Smith Hall,Phones,Winter,11,1,3,0.82
Village,Air Conditioners,Winter,12,1,3,1.69
Chu Hall,Fridges,Winter,13,1,3,1.07
Gillespie Hall,Laptops,Winter,14,1,3,2.25
Smith Hall,Fridges,Winter,15,1,3,2.23
Parker Hall,Lamps,Winter,16,1,3,0.48
Chu Hall,Kettles,Winter,17,1,3,0.72
Moulton House,Laptops,Winter,18,1,3,2.89
Kaplanis Hall,Cooking Wares,Winter,19,1,3,3.85
Chu Hall,Cooking Wares,Winter,20,1,3,0.65
Moulton House,Cooking Wares,Winter,21,1,3,2.17
Adams Hall,Cooking Wares,Winter,22,1,3,1.93
Kaplanis Hall,Fridges,Winter,23,1,3,2.0
Adams Hall,Lamps,Winter,0,1,4,0.52
Moulton House,Air Conditioners,Winter,1,1,4,0.96
Kaplanis Hall,Laptops,Winter,2,1,4,1.03
Moulton House,Cooking Wares,Winter,3,1,4,2.02
Smith Hall,Phones,Winter,4,1,4,1.22
Kaplanis Hall,Fridges,Winter,5,1,4,0.21
Moulton House,Phones,Winter,6,1,4,0.97
Adams Hall,Heaters,Winter,7,1,4,0.14
Smith Hall,Phones,Winter,8,1,4,0.33
Adams Hall,Air Conditioners,Winter,9,1,4,0.84
Smith Hall,Laptops,Winter,10,1,4,0.4
Smith Hall,Fans,Winter,11,1,4,0.9
Gillespie Hall,Cooking Wares,Winter,12,1,4,1.95
Village,Phones,Winter,13,1,4,0.57
Village,Fridges,Winter,14,1,4,1.3
Adams Hall,Laptops,Winter,15,1,4,1.09
Moulton House,Kettles,Winter,16,1,4,1.89
Parker Hall,Cooking Wares,Winter,17,1,4,1.85
Chu Hall,Kettles,Winter,18,1,4,2.88
Moulton House,Fans,Winter,19,1,4,2.93
Parker Hall,Heaters,Winter,20,1,4,0.68
Parker Hall,Air Conditioners,Winter,21,1,4,3.82
Moulton House,Air Conditioners,Winter,22,1,4,1.79
Chu Hall,Fans,Winter,23,1,4,0.71
Chu Hall,Cooking Wares,Winter,0,1,5,0.81
Kaplanis Hall,Phones,Winter,1,1,5,0.52
Gillespie Hall,Fans,Winter,2,1,5,0.82
Smith Hall,Lamps,Winter,3,1,5,1.75
Gillespie Hall,Heaters,Winter,4,1,5,2.11
Adams Hall,Air Conditioners,Winter,5,1,5,2.11
Parker Hall,Lamps,Winter,6,1,5,1.33
Parker Hall,Fans,Winter,7,1,5,1.73
Chu Hall,Fridges,Winter,8,1,5,1.82
Parker Hall,Fans,Winter,9,1,5,0.67
Parker Hall,Fridges,Winter,10,1,5,1.26
Parker Hall,Laptops,Winter,11,1,5,0.38
Chu Hall,Fridges,Winter,12,1,5,0.34
Chu Hall,Lamps,Winter,13,1,5,0.73
Village,Kettles,Winter,14,1,5,1.15
Gillespie Hall,Heaters,Winter,15,1,5,2.04
Moulton House,Air Conditioners,Winter,16,1,5,1.61
Adams Hall,Laptops,Winter,17,1,5,0.7
Chu Hall,Cooking Wares,Winter,18,1,5,3.62
Kaplanis Hall,Laptops,Winter,19,1,5,1.92
Kaplanis Hall,Heaters,Winter,20,1,5,2.24
Moulton House,Fridges,Winter,21,1,5,3.1
Adams Hall,Heaters,Winter,22,1,5,1.16
Gillespie Hall,Kettles,Winter,23,1,5,1.56
Parker Hall,Fans,Winter,0,1,6,1.51
Kaplanis Hall,Heaters,Winter,1,1,6,0.67
Village,Laptops,Winter,2,1,6,0.37
Parker Hall,Heaters,Winter,3,1,6,0.18
Smith Hall,Laptops,Winter,4,1,6,2.38
Smith Hall,Fridges,Winter,5,1,6,1.97
Kaplanis Hall,Heaters,Winter,6,1,6,1.32
Adams Hall,Phones,Winter,7,1,6,2.09
Parker Hall,Fridges,Winter,8,1,6,2.59
Parker Hall,Fans,Winter,9,1,6,0.24
Village,Fans,Winter,10,1,6,2.09
Smith Hall,Phones,Winter,11,1,6,2.15
Parker Hall,Phones,Winter,12,1,6,1.68
Kaplanis Hall,Laptops,Winter,13,1,6,1.61
Parker Hall,Laptops,Winter,14,1,6,2.28
Gillespie Hall,Laptops,Winter,15,1,6,0.33
Gillespie Hall,Fridges,Winter,16,1,6,0.21
Moulton House,Cooking Wares,Winter,17,1,6,1.83
Gillespie Hall,Heaters,Winter,18,1,6,2.19
Adams Hall,Phones,Winter,19,1,6,2.57
Gillespie Hall,Cooking Wares,Winter,20,1,6,0.69
Smith Hall,Laptops,Winter,21,1,6,0.91
Parker Hall,Phones,Winter,22,1,6,2.12
Moulton House,Heaters,Winter,23,1,6,1.49
Smith Hall,Heaters,Winter,0,1,0,1.52
Village,Fridges,Winter,1,1,0,2.02
Smith Hall,Air Conditioners,Winter,2,1,0,0.93
Adams Hall,Air Conditioners,Winter,3,1,0,1.12
Village,Fridges,Winter,4,1,0,1.13
Gillespie Hall,Lamps,Winter,5,1,0,1.87
Smith Hall,Kettles,Winter,6,1,0,0.56
Chu Hall,Kettles,Winter,7,1,0,0.94
Moulton House,Heaters,Winter,8,1,0,0.4
Kaplanis Hall,Heaters,Winter,9,1,0,1.39
Parker Hall,Air Conditioners,Winter,10,1,0,1.34
Adams Hall,Fans,Winter,11,1,0,1.95
Village,Cooking Wares,Winter,12,1,0,0.18
Village,Air Conditioners,Winter,13,1,0,2.01
Smith Hall,Fans,Winter,14,1,0,1.81
Moulton House,Fridges,Winter,15,1,0,1.4
Village,Heaters,Winter,16,1,0,0.69
Kaplanis Hall,Heaters,Winter,17,1,0,1.5
Chu Hall,Phones,Winter,18,1,0,1.73
Chu Hall,Lamps,Winter,19,1,0,1.25
Adams Hall,Phones,Winter,20,1,0,3.71
Gillespie Hall,Kettles,Winter,21,1,0,1.14
Moulton House,Kettles,Winter,22,1,0,1.9
Moulton House,Lamps,Winter,23,1,0,2.48
Moulton House,Cooking Wares,Winter,0,1,1,1.61
Smith Hall,Cooking Wares,Winter,1,1,1,0.32
Kaplanis Hall,Kettles,Winter,2,1,1,0.25
Gillespie Hall,Fridges,Winter,3,1,1,2.47
Adams Hall,Heaters,Winter,4,1,1,0.53
Chu Hall,Laptops,Winter,5,1,1,0.45
Kaplanis Hall,Fans,Winter,6,1,1,1.52
Kaplanis Hall,Kettles,Winter,7,1,1,1.54
Kaplanis Hall,Laptops,Winter,8,1,1,2.55
Gillespie Hall,Phones,Winter,9,1,1,1.88
Gillespie Hall,Fridges,Winter,10,1,1,1.65
Adams Hall,Laptops,Winter,11,1,1,1.13
Smith Hall,Phones,Winter,12,1,1,1.61
Adams Hall,Heaters,Winter,13,1,1,1.5
Village,Heaters,Winter,14,1,1,1.99
Adams Hall,Phones,Winter,15,1,1,1.96
Moulton House,Cooking Wares,Winter,16,1,1,0.34
Smith Hall,Heaters,Winter,17,1,1,1.33
Smith Hall,Lamps,Winter,18,1,1,3.27
Parker Hall,Fridges,Winter,19,1,1,3.85
Smith Hall,Fridges,Winter,20,1,1,1.12
Smith Hall,Air Conditioners,Winter,21,1,1,0.84
Kaplanis Hall,Fridges,Winter,22,1,1,2.43
Village,Cooking Wares,Winter,23,1,1,0.25
Smith Hall,Kettles,Winter,0,1,2,4.4
Chu Hall,Heaters,Winter,1,1,2,1.72
Kaplanis Hall,Lamps,Winter,2,1,2,1.12
Chu Hall,Air Conditioners,Winter,3,1,2,2.28
Village,Fridges,Winter,4,1,2,0.25
Moulton House,Fridges,Winter,5,1,2,0.65
Moulton House,Laptops,Winter,6,1,2,1.86
Village,Air Conditioners,Winter,7,1,2,1.21
Kaplanis Hall,Fans,Winter,8,1,2,0.24
Smith Hall,Phones,Winter,9,1,2,0.86
Moulton House,Heaters,Winter,10,1,2,1.87
Chu Hall,Heaters,Winter,11,1,2,2.06
Kaplanis Hall,Kettles,Winter,12,1,2,0.31
Chu Hall,Phones,Winter,13,1,2,1.55
Kaplanis Hall,Air Conditioners,Winter,14,1,2,1.43
Moulton House,Laptops,Winter,15,1,2,0.69
Smith Hall,Cooking Wares,Winter,16,1,2,1.17
Gillespie Hall,Heaters,Winter,17,1,2,2.16
Moulton House,Kettles,Winter,18,1,2,1.19
Smith Hall,Cooking Wares,Winter,19,1,2,2.73
Kaplanis Hall,Heaters,Winter,20,1,2,1.17
Village,Kettles,Winter,21,1,2,29.3
Gillespie Hall,Laptops,Winter,22,1,2,0.79
Gillespie Hall,Air Conditioners,Winter,23,1,2,1.18
Village,Lamps,Winter,0,1,3,1.54
Parker Hall,Fans,Winter,1,1,3,1.3
Kaplanis Hall,Fans,Winter,2,1,3,0.95
Gillespie Hall,Kettles,Winter,3,1,3,0.16
Moulton House,Fans,Winter,4,1,3,2.58
Smith Hall,Cooking Wares,Winter,5,1,3,1.69
Parker Hall,Kettles,Winter,6,1,3,2.26
Adams Hall,Fans,Winter,7,1,3,0.15
Village,Fans,Winter,8,1,3,0.79
Parker Hall,Laptops,Winter,9,1,3,2.43
Gillespie Hall,Fridges,Winter,10,1,3,1.79
Adams Hall,Fridges,Winter,11,1,3,1.48
Smith Hall,Laptops,Winter,12,1,3,0.6
Chu Hall,Fans,Winter,13,1,3,1.11
Chu Hall,Air Conditioners,Winter,14,1,3,2.0
Chu Hall,Laptops,Winter,15,1,3,1.96
Adams Hall,Fridges,Winter,16,1,3,1.39
Adams Hall,Fridges,Winter,17,1,3,2.53
Moulton House,Laptops,Winter,18,1,3,2.75
Chu Hall,Fridges,Winter,19,1,3,3.72
Smith Hall,Cooking Wares,Winter,20,1,3,2.6
Moulton House,Lamps,Winter,21,1,3,3.37
Chu Hall,Fans,Winter,22,1,3,3.02
Moulton House,Air Conditioners,Winter,23,1,3,0.58
Moulton House,Fridges,Winter,0,1,4,2.41
Moulton House,Cooking Wares,Winter,1,1,4,0.45
Chu Hall,Lamps,Winter,2,1,4,0.29
Smith Hall,Air Conditioners,Winter,3,1,4,2.12
Moulton House,Lamps,Winter,4,1,4,0.93
Village,Fridges,Winter,5,1,4,1.94
Parker Hall,Fans,Winter,6,1,4,1.57
Gillespie Hall,Cooking Wares,Winter,7,1,4,0.17
Village,Laptops,Winter,8,1,4,0.16
Gillespie Hall,Cooking Wares,Winter,9,1,4,0.31
Parker Hall,Cooking Wares,Winter,10,1,4,1.44
Moulton House,Kettles,Winter,11,1,4,0.89
Smith Hall,Laptops,Winter,12,1,4,2.29
Moulton House,Fans,Winter,13,1,4,0.34
Kaplanis Hall,Air Conditioners,Winter,14,1,4,1.11
Adams Hall,Air Conditioners,Winter,15,1,4,0.37
Village,Air Conditioners,Winter,16,1,4,0.28
Moulton House,Fans,Winter,17,1,4,0.75
Adams Hall,Lamps,Winter,18,1,4,3.56
Gillespie Hall,Air Conditioners,Winter,19,1,4,1.88
Adams Hall,Laptops,Winter,20,1,4,1.94
Smith Hall,Fridges,Winter,21,1,4,3.77
Moulton House,Cooking Wares,Winter,22,1,4,1.75
Parker Hall,Fans,Winter,23,1,4,1.07
Smith Hall,Phones,Winter,0,2,5,1.83
Smith Hall,Heaters,Winter,1,2,5,2.21
Parker Hall,Phones,Winter,2,2,5,0.8
Kaplanis Hall,Kettles,Winter,3,2,5,0.29
Smith Hall,Fans,Winter,4,2,5,0.58
Parker Hall,Laptops,Winter,5,2,5,1.25
Gillespie Hall,Fans,Winter,6,2,5,1.11
Adams Hall,Phones,Winter,7,2,5,0.22
Village,Air Conditioners,Winter,8,2,5,0.63
Moulton House,Laptops,Winter,9,2,5,1.24
Chu Hall,Fridges,Winter,10,2,5,1.53
Kaplanis Hall,Laptops,Winter,11,2,5,1.3
Kaplanis Hall,Air Conditioners,Winter,12,2,5,1.38
Chu Hall,Phones,Winter,13,2,5,0.9
Village,Kettles,Winter,14,2,5,0.22
Adams Hall,Lamps,Winter,15,2,5,1.04
Smith Hall,Air Conditioners,Winter,16,2,5,0.83
Kaplanis Hall,Air Conditioners,Winter,17,2,5,2.15
Gillespie Hall,Laptops,Winter,18,2,5,1.99
Gillespie Hall,Cooking Wares,Winter,19,2,5,0.74
Adams Hall,Laptops,Winter,20,2,5,1.45
Kaplanis Hall,Cooking Wares,Winter,21,2,5,1.27
Chu Hall,Lamps,Winter,22,2,5,3.16
Moulton House,Cooking Wares,Winter,23,2,5,2.16
Village,Fridges,Winter,0,2,6,2.36
Adams Hall,Cooking Wares,Winter,1,2,6,1.89
Parker Hall,Kettles,Winter,2,2,6,2.29
Adams Hall,Laptops,Winter,3,2,6,0.92
Smith Hall,Cooking Wares,Winter,4,2,6,1.73
Adams Hall,Kettles,Winter,5,2,6,0.19
Village,Fans,Winter,6,2,6,0.52
Adams Hall,Lamps,Winter,7,2,6,2.26
Smith Hall,Air Conditioners,Winter,8,2,6,0.23
Gillespie Hall,Kettles,Winter,9,2,6,1.7
Village,Kettles,Winter,10,2,6,1.65
Village,Fridges,Winter,11,2,6,0.31
Adams Hall,Kettles,Winter,12,2,6,1.79
Parker Hall,Air Conditioners,Winter,13,2,6,1.5
Chu Hall,Lamps,Winter,14,2,6,1.55
Gillespie Hall,Kettles,Winter,15,2,6,0.85
Parker Hall,Air Conditioners,Winter,16,2,6,2.41
Parker Hall,Fridges,Winter,17,2,6,1.69
Parker Hall,Fridges,Winter,18,2,6,2.86
Kaplanis Hall,Air Conditioners,Winter,19,2,6,3.1
Gillespie Hall,Heaters,Winter,20,2,6,2.81
Kaplanis Hall,Fridges,Winter,21,2,6,1.63
Chu Hall,Kettles,Winter,22,2,6,1.28
Kaplanis Hall,Heaters,Winter,23,2,6,0.23
Adams Hall,Fans,Winter,0,2,0,2.5
Kaplanis Hall,Fans,Winter,1,2,0,0.49
Parker Hall,Air Conditioners,Winter,2,2,0,2.43
Moulton House,Laptops,Winter,3,2,0,2.18
Village,Fans,Winter,4,2,0,1.43
Kaplanis Hall,Fridges,Winter,5,2,0,2.43
Kaplanis Hall,Lamps,Winter,6,2,0,1.51
Village,Phones,Winter,7,2,0,0.92
Smith Hall,Laptops,Winter,8,2,0,2.24
Village,Heaters,Winter,9,2,0,0.6
Gillespie Hall,Air Conditioners,Winter,10,2,0,1.27
Smith Hall,Fridges,Winter,11,2,0,0.37
Village,Lamps,Winter,12,2,0,1.51
Moulton House,Lamps,Winter,13,2,0,1.09
Moulton House,Air Conditioners,Winter,14,2,0,1.61
Village,Heaters,Winter,15,2,0,0.21
Village,Air Conditioners,Winter,16,2,0,2.11
Gillespie Hall,Cooking Wares,Winter,17,2,0,1.91
Gillespie Hall,Cooking Wares,Winter,18,2,0,3.26
Village,Cooking Wares,Winter,19,2,0,0.86
Parker Hall,Lamps,Winter,20,2,0,1.46
Gillespie Hall,Laptops,Winter,21,2,0,3.82
Adams Hall,Fans,Winter,22,2,0,3.2
Gillespie Hall,Kettles,Winter,23,2,0,0.18
Parker Hall,Lamps,Winter,0,2,1,1.05
Village,Lamps,Winter,1,2,1,1.61
Gillespie Hall,Fans,Winter,2,2,1,21.099999999999998
Smith Hall,Laptops,Winter,3,2,1,0.26
Adams Hall,Laptops,Winter,4,2,1,1.49
Village,Phones,Winter,5,2,1,0.24
Chu Hall,Kettles,Winter,6,2,1,1.99
Chu Hall,Laptops,Winter,7,2,1,1.77
Village,Fans,Winter,8,2,1,1.65
Chu Hall,Lamps,Winter,9,2,1,1.33
Gillespie Hall,Laptops,Winter,10,2,1,1.5
Parker Hall,Lamps,Winter,11,2,1,0.31
Chu Hall,Lamps,Winter,12,2,1,16.599999999999998
Gillespie Hall,Phones,Winter,13,2,1,2.18
Adams Hall,Fridges,Winter,14,2,1,2.03
Gillespie Hall,Lamps,Winter,15,2,1,2.4
Smith Hall,Phones,Winter,16,2,1,0.18
Adams Hall,Cooking Wares,Winter,17,2,1,0.63
Smith Hall,Lamps,Winter,18,2,1,3.55
Gillespie Hall,Kettles,Winter,19,2,1,3.17
Moulton House,Heaters,Winter,20,2,1,3.34
Parker Hall,Phones,Winter,21,2,1,2.58
Kaplanis Hall,Phones,Winter,22,2,1,2.83
Moulton House,Phones,Winter,23,2,1,2.21
Chu Hall,Cooking Wares,Winter,0,2,2,1.22
Smith Hall,Cooking Wares,Winter,1,2,2,1.16
Gillespie Hall,Lamps,Winter,2,2,2,1.14
Adams Hall,Kettles,Winter,3,2,2,2.16
Chu Hall,Lamps,Winter,4,2,2,1.02
Chu Hall,Kettles,Winter,5,2,2,2.07
Adams Hall,Lamps,Winter,6,2,2,1.8
Gillespie Hall,Air Conditioners,Winter,7,2,2,1.33
Moulton House,Fridges,Winter,8,2,2,2.47
Gillespie Hall,Lamps,Winter,9,2,2,0.89
Village,Fridges,Winter,10,2,2,0.64
Moulton House,Fridges,Winter,11,2,2,2.53
Parker Hall,Fans,Winter,12,2,2,1.66
Chu Hall,Lamps,Winter,13,2,2,2.29
Adams Hall,Fans,Winter,14,2,2,0.34
Smith Hall,Lamps,Winter,15,2,2,1.14
Parker Hall,Laptops,Winter,16,2,2,2.48
Kaplanis Hall,Air Conditioners,Winter,17,2,2,1.63
Gillespie Hall,Heaters,Winter,18,2,2,3.61
Chu Hall,Kettles,Winter,19,2,2,2.28
Gillespie Hall,Kettles,Winter,20,2,2,2.67
Gillespie Hall,Air Conditioners,Winter,21,2,2,1.21
Moulton House,Fridges,Winter,22,2,2,1.44
Gillespie Hall,Phones,Winter,23,2,2,2.53
Village,Laptops,Winter,0,2,3,1.73
Gillespie Hall,Phones,Winter,1,2,3,2.19
Adams Hall,Kettles,Winter,2,2,3,0.86
Parker Hall,Kettles,Winter,3,2,3,0.35
Adams Hall,Lamps,Winter,4,2,3,1.95
Village,Laptops,Winter,5,2,3,2.38
Adams Hall,Air Conditioners,Winter,6,2,3,1.06
Gillespie Hall,Laptops,Winter,7,2,3,0.28
Parker Hall,Lamps,Winter,8,2,3,1.16
Parker Hall,Fridges,Winter,9,2,3,0.32
Kaplanis Hall,Kettles,Winter,10,2,3,2.18
Moulton House,Phones,Winter,11,2,3,0.57
Parker Hall,Fridges,Winter,12,2,3,0.92
Parker Hall,Air Conditioners,Winter,13,2,3,1.02
Kaplanis Hall,Lamps,Winter,14,2,3,1.35
Village,Laptops,Winter,15,2,3,0.34
Gillespie Hall,Heaters,Winter,16,2,3,2.57
Village,Fridges,Winter,17,2,3,2.51
Chu Hall,Cooking Wares,Winter,18,2,3,36.2
Gillespie Hall,Lamps,Winter,19,2,3,1.34
Chu Hall,Fans,Winter,20,2,3,2.39
Village,Fans,Winter,21,2,3,1.47
Adams Hall,Lamps,Winter,22,2,3,2.54
Village,Lamps,Winter,23,2,3,1.59
Kaplanis Hall,Fans,Winter,0,2,4,0.22
Gillespie Hall,Phones,Winter,1,2,4,1.52
Kaplanis Hall,Phones,Winter,2,2,4,2.0
Village,Laptops,Winter,3,2,4,1.24
Gillespie Hall,Fans,Winter,4,2,4,1.46
Gillespie Hall,Fans,Winter,5,2,4,0.81
Kaplanis Hall,Phones,Winter,6,2,4,1.0
Moulton House,Fridges,Winter,7,2,4,0.85
Kaplanis Hall,Phones,Winter,8,2,4,2.46
Chu Hall,Lamps,Winter,9,2,4,1.83
Moulton House,Heaters,Winter,10,2,4,2.09
Gillespie Hall,Cooking Wares,Winter,11,2,4,0.39
Gillespie Hall,Cooking Wares,Winter,12,2,4,0.78
Chu Hall,Phones,Winter,13,2,4,1.96
Kaplanis Hall,Heaters,Winter,14,2,4,0.35
Village,Air Conditioners,Winter,15,2,4,0.87
Gillespie Hall,Heaters,Winter,16,2,4,1.15
Village,Air Conditioners,Winter,17,2,4,7.4
Gillespie Hall,Lamps,Winter,18,2,4,1.27
Chu Hall,Cooking Wares,Winter,19,2,4,3.81
Village,Lamps,Winter,20,2,4,1.14
Moulton House,Fans,Winter,21,2,4,3.87
Adams Hall,Cooking Wares,Winter,22,2,4,3.58
Gillespie Hall,Lamps,Winter,23,2,4,2.26
Kaplanis Hall,Kettles,Winter,0,2,5,2.42
Gillespie Hall,Fridges,Winter,1,2,5,0.85
Parker Hall,Lamps,Winter,2,2,5,0.25
Village,Laptops,Winter,3,2,5,0.86
Kaplanis Hall,Fridges,Winter,4,2,5,2.18
Moulton House,Fridges,Winter,5,2,5,0.66
Smith Hall,Cooking Wares,Winter,6,2,5,1.57
Smith Hall,Laptops,Winter,7,2,5,1.55
Village,Lamps,Winter,8,2,5,1.8
Gillespie Hall,Heaters,Winter,9,2,5,1.73
Moulton House,Kettles,Winter,10,2,5,0.27
Village,Air Conditioners,Winter,11,2,5,0.92
Smith Hall,Fans,Winter,12,2,5,2.13
Adams Hall,Air Conditioners,Winter,13,2,5,0.73
Parker Hall,Kettles,Winter,14,2,5,2.58
Smith Hall,Lamps,Winter,15,2,5,2.35
Gillespie Hall,Fridges,Winter,16,2,5,1.97
Smith Hall,Heaters,Winter,17,2,5,1.73
Moulton House,Fans,Winter,18,2,5,0.74
Parker Hall,Fans,Winter,19,2,5,2.97
Chu Hall,Lamps,Winter,20,2,5,3.36
Kaplanis Hall,Fridges,Winter,21,2,5,0.34
Gillespie Hall,Phones,Winter,22,2,5,0.81
Adams Hall,Lamps,Winter,23,2,5,0.8
Gillespie Hall,Laptops,Winter,0,2,6,1.48
Gillespie Hall,Fans,Winter,1,2,6,0.18
Village,Lamps,Winter,2,2,6,2.41
Kaplanis Hall,Fans,Winter,3,2,6,2.56
Adams Hall,Laptops,Winter,4,2,6,1.26
Village,Fans,Winter,5,2,6,0.84
Gillespie Hall,Lamps,Winter,6,2,6,0.57
Village,Heaters,Winter,7,2,6,0.96
Smith Hall,Kettles,Winter,8,2,6,2.18
Kaplanis Hall,Fans,Winter,9,2,6,0.24
